"Vuln ID","Severity","Group Title","Rule ID","STIG ID","Rule Title","Discussion","Check Content","Fix Text","CCI","NIST SP 800-53 Revision 4 References","Legacy",
"V-219965","medium","SRG-OS-000343","SV-219965r505927_rule","SOL-11.1-010370","The audit system must alert the SA when the audit storage volume approaches its capacity.","Filling the audit storage area can result in a denial of service or system outage and can lead to events going undetected.","This check applies to the global zone only. Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this check applies.

The root role is required.

Verify the presence of an audit_warn entry in /etc/mail/aliases.
# /usr/lib/sendmail -bv audit_warn
If the response is:
audit_warn... User unknown

this is a finding.

Review the output of the command and verify that the audit_warn alias notifies the appropriate users in this form:

audit_warn:user1,user2

If an appropriate user is not listed, this is a finding.","The root role is required. 

This action applies to the global zone only. Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this action applies.

Add an audit_warn alias to /etc/mail/aliases that will forward to designated system administrator(s).

# pfedit /etc/mail/aliases

Insert a line in the form:
audit_warn:user1,user2

Put the updated aliases file into service.
# newaliases","CCI-001855","AU-5 (1)","V-47835; SV-60709",
"V-219966","high","SRG-OS-000344","SV-219966r505927_rule","SOL-11.1-010380","The audit system must alert the System Administrator (SA) if there is any type of audit failure.","Proper alerts to system administrators and Information Assurance (IA) officials of audit failures ensure a timely response to critical system issues.","This check applies to the global zone only. Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this check applies.

The root role is required.

Verify the presence of an audit_warn entry in /etc/mail/aliases.
# /usr/lib/sendmail -bv audit_warn
If the response is:
audit_warn... User unknown

this is a finding.

Review the output of the command and verify that the audit_warn alias notifies the appropriate users in this form:

audit_warn:user1,user2

If an appropriate user is not listed, this is a finding.","The root role is required. 

This action applies to the global zone only. Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this action applies.

Add an audit_warn alias to /etc/mail/aliases that will forward to designated system administrator(s).

# pfedit /etc/mail/aliases

Insert a line in the form:
audit_warn:user1,user2

Put the updated aliases file into service.
# newaliases","CCI-001858","AU-5 (2)","V-47843; SV-60717",
"V-219967","medium","SRG-OS-000341","SV-219967r505927_rule","SOL-11.1-010400","The operating system must allocate audit record storage capacity.","Proper audit storage capacity is crucial to ensuring the ongoing logging of critical events.","The Audit Configuration profile is required.

This check applies to the global zone only. Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this check applies.

Review the current audit file space limitations

# pfexec auditconfig -getplugin audit_binfile
Plugin: audit_binfile (active)

The output of the command will appear in this form.

Attributes: p_dir=/var/audit;p_fsize=4M;p_minfree=2

If p_minfree is not equal to ""2"" of greater, this is a finding.

p_dir defines the current audit file system.

Note: By default in Solaris 11.1, /var/audit is a link to /var/share/audit which is mounted on rpool/VARSHARE.

Check that zfs compression is enabled for the audit file system.

# zfs get compression [poolname/filesystemname]

If compression is off, this is a finding.

Check that a ZFS quota is enforced for the audit filesystem.

# zfs get quota [poolname/filesystemname]

If quota is set to ""none"", this is a finding.

Ensure that a reservation of space is enforced on /var/share so that other users do not use up audit space.

# zfs get quota,reservation [poolname/filesystemname]

If reservation is set to ""none"", this is a finding.","The Audit Configuration, Audit Control and ZFS File System Management profiles are required.

This action applies to the global zone only. Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this action applies.

Determine the audit system directory name:

# pfexec auditconfig -getplugin audit_binfile
Plugin: audit_binfile (active)

The output of the command will appear in this form:

Attributes: p_dir=/var/audit;p_fsize=4M;p_minfree=1;

p_dir defines the current audit file system.

Note: By default in Solaris 11.1, /var/audit is a link to /var/share/audit which is mounted on rpool/VARSHARE.

Set a minimum percentage of free space on the audit_binfile plugin to 2%.

# pfexec auditconfig -setplugin audit_binfile p_minfree=2

Restart the audit system.

# pfexec audit -s

Enable compression for the audit filesystem.

# pfexec zfs set compression=on [poolname/filesystemname]

Set a ZFS quota on the default /var/share filesystem for audit records to ensure that the root pool is not filled up with audit logs.

# pfexec zfs set quota=XXG [poolname/filesystemname]

This commands sets the quota to XX Gigabytes. This value should be based upon organizational requirements.

Set a ZFS reservation on the default /var/share filesystem for audit records to ensure that the audit file system is guaranteed a fixed amount of storage.

# pfexec zfs set reservation=XXG [poolname/filesystemname]

This commands sets the quota to XX Gigabytes. This value should be based upon organizational requirements.","CCI-001849","AU-4","V-47857; SV-60731",
"V-219968","high","SRG-OS-000341","SV-219968r505927_rule","SOL-11.1-010410","The operating system must configure auditing to reduce the likelihood of storage capacity being exceeded.","Overflowing the audit storage area can result in a denial of service or system outage.","The Audit Configuration profile is required.

This check applies to the global zone only. Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this check applies.

Check the status of the audit system. It must be auditing.

# pfexec auditconfig -getplugin 

If the output of this command does not contain:

p_fsize=4M

this is a finding.","The Audit Control profile is required.

This action applies to the global zone only. Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this action applies.

Set the size of a binary audit file to a specific size. The size is specified in megabytes.

# pfexec auditconfig -setplugin audit_binfile p_fsize=4M

Restart the audit system.

# pfexec audit -s","CCI-001849","AU-4","V-49621; SV-62545",
"V-219969","medium","SRG-OS-000366","SV-219969r505927_rule","SOL-11.1-020020","The system must verify that package updates are digitally signed.","Digitally signed packages ensure that the source of the package can be identified.","Determine what the signature policy is for pkg publishers:

# pkg property | grep signature-policy

Check that output produces:

signature-policy verify

If the output does not confirm that signature-policy verify is active, this is a finding.","The Software Installation Profile is required.

Configure the package system to ensure that digital signatures are verified.

# pfexec pkg set-property signature-policy verify","CCI-001749","CM-5 (3)","V-47883; SV-60755",
"V-219970","medium","SRG-OS-000363","SV-219970r505927_rule","SOL-11.1-020190","The operating system must employ automated mechanisms, per organization-defined frequency, to detect the addition of unauthorized components/devices into the operating system.","Addition of unauthorized code or packages may result in data corruption or theft.","The Software Installation Profile is required.

Display the installation history of packages on the system to ensure that no undesirable packages have been installed:

# pkg history -o finish,user,operation,command |grep install

If the install command is listed as ""/usr/bin/packagemanager"", execute the command:

# pkg history -l 

to determine which packages were installed during package manager sessions.

If undocumented or unapproved packages have been installed, this is a finding.","The Software Installation Profile is required.

Review and report any unauthorized package installation operations.

If necessary, remove unauthorized packages.

# pfexec pkg uninstall [package name]","CCI-001744","CM-3 (5)","V-47923; SV-60795",
"V-219971","medium","SRG-OS-000368","SV-219971r505927_rule","SOL-11.1-020230","The operating system must employ automated mechanisms to prevent program execution in accordance with the organization-defined specifications.","Operating systems are capable of providing a wide variety of functions and services. Execution must be disabled based on organization-defined specifications.","Identify the packages installed on the system. 

# pkg list

Any unauthorized software packages listed in the output are a finding.","The Software Installation profile is required.

Identify packages installed on the system:

# pkg list

uninstall unauthorized packages:

# pfexec pkg uninstall [ package name]","CCI-001764","CM-7 (2)","V-47927; SV-60799",
"V-219972","medium","SRG-OS-000183","SV-219972r505927_rule","SOL-11.1-030060","The operating system must disable information system functionality that provides the capability for automatic execution of code on mobile devices without user direction.","Mobile devices include portable storage media (e.g., USB memory sticks, external hard disk drives) and portable computing and communications devices with information storage capability (e.g., notebook/laptop computers, personal digital assistants, cellular telephones, digital cameras, audio recording devices). 

Auto execution vulnerabilities can result in malicious programs being automatically executed. Examples of information system functionality providing the capability for automatic execution of code are Auto Run and Auto Play. Auto Run and Auto Play are components of the Microsoft Windows operating system that dictate what actions the system takes when a drive is mounted. This requirement is designed to address vulnerabilities that arise when mobile devices such as USB memory sticks or other mobile storage devices are automatically mounted and applications are automatically invoked without user knowledge or acceptance.","This check applies to the global zone only. Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this check applies.

Determine if the removable media volume manager is running.

# svcs -Ho state svc:/system/filesystem/rmvolmgr:default

If the output reports that the service is ""online"", this is a finding.","The Service Management profile is required.

This action applies to the global zone only. Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this action applies.

Disable the rmvolmgr service.

# pfexec svcadm disable svc:/system/filesystem/rmvolmgr:default","CCI-001170","SC-18 (4)","V-47939; SV-60811",
"V-219973","medium","SRG-OS-000324","SV-219973r505927_rule","SOL-11.1-040200","The system must restrict the ability of users to assume excessive privileges to members of a defined group and prevent unauthorized users from accessing administrative tools.","Allowing any user to elevate their privileges can allow them excessive control of the system tools.","Verify the root user is configured as a role, rather than a normal user. 

# userattr type root

If the command does not return the word ""role"", this is a finding.

Verify at least one local user has been assigned the root role.

# grep '[:;]roles=root[^;]*' /etc/user_attr

If no lines are returned, or no users are permitted to assume the root role, this is a finding.","The root role is required.

Convert the root user into a role. 

# usermod -K type=role root

Add the root role to authorized users' logins. 

# usermod -R +root [username]

Remove the root role from users who should not be authorized to assume it.

# usermod -R -root [username]","CCI-001170","SC-18 (4)","V-48055; SV-60927",
"V-219974","medium","SRG-OS-000393","SV-219974r505927_rule","SOL-11.1-050190","The operating system must employ cryptographic mechanisms to protect the integrity and confidentiality of non-local maintenance and diagnostic communications.","Non-local maintenance and diagnostic communications often contain sensitive information and must be protected. This data's integrity and confidentiality can be ensured by sending non-local maintenance and diagnostic communications through encrypted channels enforced via firewall configurations.","Ensure that either the IP Filter or Packet Filter Firewall is installed correctly.

Determine the OS version you are currently securing.
# uname –v

For Solaris 11, 11.1, 11.2, and 11.3 that use IP Filter the IP Filter Management profile is required for IP Filter.

Check that the IP Filter firewall is enabled and configured so that only encrypted SSH sessions are allowed.

# svcs ipfilter

If ipfilter is not listed with a state of online, this is a finding.

The IP Filter Management profile is required.

Check that the filters are configured properly.

# ipfstat -io

If the output of this command does not include these lines:

block out log all keep state keep frags
pass in log quick proto tcp from any to any port = ssh keep state
block in log all
block in log from any to 255.255.255.255/32
block in log from any to 127.0.0.1/32

This is a finding.

Even if the lines above are included in the output, it is possible that other lines can contradict the firewall settings. Review the firewall rules and ensure that they conform to organizational and mission requirements. If the firewall rules are not configured to organizational standards, this is a finding.

For Solaris 11.3 or newer that use Packet Filter the Network Firewall Management rights profile is required.

Check that the Packet Filter firewall is enabled and configured so that only encrypted SSH sessions are allowed.
# svcs firewall:default

If firewall is not listed with a state of ""online"", this is a finding.

The Network Firewall Management rights profile is required.

Check that the filters are configured properly.
# pfctl -s rules

If the output of this command does not include these lines:
pass in log (to pflog0) quick on any proto tcp from any to any port = 22 flags S/SA
block drop log (to pflog0) all

This is a finding.","The root role is required.
For Solaris 11, 11.1, 11.2, and 11.3 that use IP Filter configure and enable the IP Filters policy.

# pfedit /etc/ipf/ipf.conf. 

Add these lines to the file:

# Allow SSH (note you cannot restrict to SSHv2 here. This can
# only be done in /etc/ssh/sshd_config.)
pass in log quick proto tcp from any to any port = 22 keep state
# Do not allow all outbound traffic, keep state, and log
block out log all keep state keep frags
# Block and log everything else that comes in
block in log all
block in log from any to 255.255.255.255
block in log from any to 127.0.0.1/32

Enable ipfilter.

# svcadm enable ipfilter

Notify ipfilter to use the new configuration file.

# ipf -Fa -f /etc/ipf/ipf.conf

For Solaris 11.3 or newer that use Packet Filter configure and enable the Packet Filter’s policy.
# pfedit /etc/firewall/pf.conf.
Add these lines to the file:
# Allow SSH (note you cannot restrict to SSHv2 here. This can
# only be done in /etc/ssh/sshd_config.)
pass in log quick on any proto tcp to port ssh
# Block and log all traffic on all interfaces in either direction from
# anywhere to anywhere
block log all
Enable Packet Filter.
# svcadm enable firewall:default

Note: This is an extremely strict firewall policy disabling all network traffic except incoming SSH (port 22) connections. Operational requirements may dictate the addition of other protocols such as DNS, NTP, HTTP, and HTTPS to be allowed.   ","CCI-002890","MA-4 (6)","V-48241; SV-61113",
"V-219975","medium","SRG-OS-000396","SV-219975r505927_rule","SOL-11.1-060060","The operating system must employ FIPS-validate or NSA-approved cryptography to implement digital signatures.","FIPS 140-2 is the current standard for validating cryptographic modules, and NSA Type-X (where X=1, 2, 3, 4) products are NSA-certified hardware based encryption modules.","This check applies to the global zone only. Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this check applies.

The Crypto Management profile is required to execute this command.

Check to ensure that FIPS-140 encryption mode is enabled.

# cryptoadm list fips-140| grep -c ""is disabled""

If the output of this command is not ""0"", this is a finding.","The Crypto Management profile is required to execute this command.

This action applies to the global zone only. Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this action applies.

Enable FIPS-140 mode.

# pfexec cryptoadm enable fips-140

Reboot the system as requested.","CCI-002450","SC-13","V-48183; SV-61055",
"V-219976","medium","SRG-OS-000423","SV-219976r505927_rule","SOL-11.1-060070","The operating system must protect the integrity of transmitted information.","Ensuring the integrity of transmitted information requires the operating system take feasible measures to employ transmission layer security. This requirement applies to communications across internal and external networks.","All remote sessions must be conducted via encrypted services and ports.

Ask the operator to document all configured external ports and protocols. If any unencrypted connections are used, this is a finding.","All remote sessions must be conducted via SSH and IPsec. Ensure that SSH and IPsec are the only protocols used.","CCI-001127","","V-48179; SV-61051",
"V-219977","medium","SRG-OS-000424","SV-219977r505927_rule","SOL-11.1-060080","The operating system must employ cryptographic mechanisms to recognize changes to information during transmission unless otherwise protected by alternative physical measures.","Ensuring that transmitted information is not altered during transmission requires the operating system take feasible measures to employ transmission layer security. This requirement applies to communications across internal and external networks.","All remote sessions must be conducted via encrypted services and ports.

Ask the operator to document all configured external ports and protocols. If any unencrypted connections are used, this is a finding.","All remote sessions must be conducted via SSH and IPsec. Ensure that SSH and IPsec are the only protocols used.","CCI-002421","SC-8 (1)","V-48175; SV-61047",
"V-219978","medium","SRG-OS-000425","SV-219978r505927_rule","SOL-11.1-060090","The operating system must maintain the integrity of information during aggregation, packaging, and transformation in preparation for transmission.","Ensuring the integrity of transmitted information requires the operating system take feasible measures to employ transmission layer security. This requirement applies to communications across internal and external networks.","All remote sessions must be conducted via encrypted services and ports.

Ask the operator to document all configured external ports and protocols. If any unencrypted connections are used, this is a finding.","All remote sessions must be conducted via SSH and IPsec. Ensure that SSH and IPsec are the only protocols used.","CCI-002420","SC-8 (2)","V-48171; SV-61043",
"V-219979","medium","SRG-OS-000423","SV-219979r505927_rule","SOL-11.1-060100","The operating system must protect the confidentiality of transmitted information.","Ensuring the confidentiality of transmitted information requires the operating system take feasible measures to employ transmission layer security. This requirement applies to communications across internal and external networks.","All remote sessions must be conducted via encrypted services and ports.

Ask the operator to document all configured external ports and protocols. If any unencrypted connections are used, this is a finding.","All remote sessions must be conducted via SSH and IPsec. Ensure that SSH and IPsec are the only protocols used.","CCI-002418","SC-8","V-48167; SV-61039",
"V-219980","medium","SRG-OS-000424","SV-219980r505927_rule","SOL-11.1-060110","The operating system must employ cryptographic mechanisms to prevent unauthorized disclosure of information during transmission unless otherwise protected by alternative physical measures.","Ensuring that transmitted information does not become disclosed to unauthorized entities requires the operating system take feasible measures to employ transmission layer security. This requirement applies to communications across internal and external networks.","All remote sessions must be conducted via encrypted services and ports.

Ask the operator to document all configured external ports and protocols. If any unencrypted connections are used, this is a finding.","All remote sessions must be conducted via SSH and IPsec. Ensure that SSH and IPsec are the only protocols used.","CCI-002421","SC-8 (1)","V-48163; SV-61035",
"V-219981","medium","SRG-OS-000425","SV-219981r505927_rule","SOL-11.1-060120","The operating system must maintain the confidentiality of information during aggregation, packaging, and transformation in preparation for transmission.","Ensuring that transmitted information remains confidential during aggregation, packaging, and transformation requires the operating system take feasible measures to employ transmission layer security. This requirement applies to communications across internal and external networks.","All remote sessions must be conducted via encrypted services and ports.

Ask the operator to document all configured external ports and protocols. If any unencrypted connections are used, this is a finding.","All remote sessions must be conducted via SSH and IPsec. Ensure that SSH and IPsec are the only protocols used.","CCI-002420","SC-8 (2)","V-48161; SV-61033",
"V-219982","low","SRG-OS-000404","SV-219982r505927_rule","SOL-11.1-060150","The operating system must employ cryptographic mechanisms to protect information in storage.","When data is written to digital media, such as hard drives, mobile computers, external/removable hard drives, personal digital assistants, flash/thumb drives, etc., there is risk of data loss and data compromise. 

An organizational assessment of risk guides the selection of media and associated information contained on the media requiring restricted access. Organizations need to document in policy and procedures the media requiring restricted access, individuals authorized to access the media, and the specific measures taken to restrict access. 

Fewer protection measures are needed for media containing information determined by the organization to be in the public domain, to be publicly releasable, or to have limited or no adverse impact if accessed by other than authorized personnel. In these situations, it is assumed the physical access controls where the media resides provide adequate protection. 

As part of a defense-in-depth strategy, the organization considers routinely encrypting information at rest on selected secondary storage devices. The employment of cryptography is at the discretion of the information owner/steward. The selection of the cryptographic mechanisms used is based upon maintaining the confidentiality and integrity of the information.","Determine if file system encryption is required by your organization. If not required, this item does not apply.

Determine if file system encryption is enabled for user data sets. This check does not apply to the root, var, share, swap or dump datasets.

# zfs list 

Using the file system name, determine if the file system is encrypted:

# zfs get encryption [filesystem] 

If ""encryption off"" is listed, this is a finding.","The ZFS file system management profile is required.

ZFS file system encryption may only be enabled on creation of the file system. If a file system must be encrypted and is not, its data should be archived, it must be removed and re-created.

First, stop running applications using the file systems, archive the data, unmount, and then remove the file system.

# umount [file system name]
# zfs destroy [file system name]

When creating ZFS file systems, ensure that they are created as encrypted file systems.

# pfexec zfs create -o encryption=on [file system name]
Enter passphrase for '[file system name]': xxxxxxx
Enter again: xxxxxxx

Store the passphrase in a safe location. The passphrase will be required to mount the file systems upon system reboot. If automated mounting is required, the passphrase must be stored in a file.","CCI-002475","SC-28 (1)","V-48155; SV-61027",
"V-219983","low","SRG-OS-000404","SV-219983r505927_rule","SOL-11.1-060170","The operating system must employ cryptographic mechanisms to prevent unauthorized disclosure of information at rest unless otherwise protected by alternative physical measures.","When data is written to digital media, such as hard drives, mobile computers, external/removable hard drives, personal digital assistants, flash/thumb drives, etc., there is risk of data loss and data compromise. 

An organizational assessment of risk guides the selection of media and associated information contained on the media requiring restricted access. Organizations need to document in policy and procedures the media requiring restricted access, individuals authorized to access the media, and the specific measures taken to restrict access. 

Fewer protection measures are needed for media containing information determined by the organization to be in the public domain, to be publicly releasable, or to have limited or no adverse impact if accessed by other than authorized personnel. In these situations, it is assumed the physical access controls where the media resides provide adequate protection. 

As part of a defense-in-depth strategy, the organization considers routinely encrypting information at rest on selected secondary storage devices. The employment of cryptography is at the discretion of the information owner/steward. The selection of the cryptographic mechanisms used is based upon maintaining the confidentiality and integrity of the information.","Determine if file system encryption is required by your organization. If not required, this item does not apply.

Determine if file system encryption is enabled for user data sets. This check does not apply to the root, var, share, swap or dump datasets.

# zfs list 

Using the file system name, determine if the file system is encrypted:

# zfs get encryption [filesystem] 

If ""encryption off"" is listed, this is a finding.","The ZFS file system management profile is required.

ZFS file system encryption may only be enabled on creation of the file system. If a file system must be encrypted and is not, its data should be archived, it must be removed and re-created.

First, stop running applications using the file systems, archive the data, unmount, and then remove the file system.

# umount [file system name]
# zfs destroy [file system name]

When creating ZFS file systems, ensure that they are created as encrypted file systems.

# pfexec zfs create -o encryption=on [file system name]
Enter passphrase for '[file system name]': xxxxxxx
Enter again: xxxxxxx

Store the passphrase in a safe location. The passphrase will be required to mount the file systems upon system reboot. If automated mounting is required, the passphrase must be stored in a file.","CCI-002475","SC-28 (1)","V-48149; SV-61021",
"V-219984","medium","SRG-OS-000423","SV-219984r505927_rule","SOL-11.1-060190","The operating system must protect the integrity of transmitted information.","Ensuring the integrity of transmitted information requires the operating system take feasible measures to employ transmission layer security. This requirement applies to communications across internal and external networks.","The operator shall determine if IPsec is being used to encrypt data for activities such as cluster interconnects or other non-SSH, SFTP data connections.

On both systems review the file /etc/inet/ipsecinit.conf. Ensure that connections between hosts are configured properly in this file per the Solaris 11 documentation.

Check that the IPsec policy service is online:

# svcs svc:/network/ipsec/policy:default

If the IPsec service is not online, this is a finding.

If encrypted protocols are not used between systems, this is a finding.","The Service Management profile is required.

Configure IPsec encrypted tunneling between two systems.

On both systems review the file /etc/inet/ipsecinit.conf. Ensure that connections between hosts are configured properly in this file per the Solaris 11 documentation.

Ensure that the IPsec policy service is online:

Enable the IPsec service:

# svcadm enable svc:/network/ipsec/policy:default","CCI-002418","SC-8","V-48141; SV-61013",
"V-219985","medium","SRG-OS-000327","SV-219985r505927_rule","SOL-11.1-070250","The operating system must protect the audit records resulting from non-local accesses to privileged accounts and the execution of privileged functions.","Protection of audit records and audit data is of critical importance. Care must be taken to ensure privileged users cannot circumvent audit protections put in place. Auditing might not be reliable when performed by an operating system which the user being audited has privileged access to. The privileged user could inhibit auditing or directly modify audit records. To prevent this from occurring, privileged access shall be further defined between audit-related privileges and other privileges, thus limiting the users with audit-related privileges.","The audit configuration profile is required. 

This check applies to the global zone only. Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this check applies.

Determine the location of the local audit trail files.

# auditconfig -getplugin audit_binfile
Plugin: audit_binfile (active)
Attributes: p_dir=/var/audit;p_fsize=4M;p_minfree=1;""

In this example, the audit files can be found in /var/audit. Check that the permissions on the audit files are 640 (rw- r-- --) or less permissive.

# ls -al /var/audit

# ls -l /var/audit/*

If the permissions are more permissive than 640, this is a finding.

Note:  The default Solaris 11 location for /var/audit is a link to /var/share/audit.","The root role is required.

Determine the location of the local audit trail files.

# pfexec auditconfig -getplugin audit_binfile
Plugin: audit_binfile (active)
Attributes: p_dir=/var/audit;p_fsize=4M;p_minfree=1

In this example, the audit files can be found in /var/audit.

Change the permissions on the audit trail files and the audit directory.

# chmod 640 /var/share/audit/*

# chmod 750 /var/share/audit

Note:  The default Solaris 11 location for /var/audit is a link to /var/share/audit.","CCI-002234","AC-6 (9)","V-48031; SV-60903",
"V-219986","medium","SRG-OS-000356","SV-219986r505927_rule","SOL-11.1-090020","The operating system must synchronize internal information system clocks with a server that is synchronized to one of the redundant United States Naval Observatory (USNO) time servers or a time server designated for the appropriate DoD network (NIPRNet/SIPRNet), and/or the Global Positioning System (GPS).","To assure the accuracy of the system clock, it must be synchronized with an authoritative time source within DoD. Many system functions, including time-based login and activity restrictions, automated reports, system logs, and audit records depend on an accurate system clock. If there is no confidence in the correctness of the system clock, time-based functions may not operate as intended and records may be of diminished value.","NTP must be used and used only in the global zone. Determine the zone that you are currently securing.

# zonename

If the command output is not ""global"", then NTP must be disabled. Check the system for a running NTP daemon.

# svcs -Ho state ntp

If NTP is online, this is a finding.

If the output from ""zonename"" is ""global"", then NTP must be enabled. Check the system for a running NTP daemon.

# svcs -Ho state ntp


If NTP is not online, this is a finding.

If NTP is running, confirm the servers and peers or multicast client (as applicable) are local or an authoritative U.S. DoD source.

For the NTP daemon

# more /etc/inet/ntp.conf

If a non-local/non-authoritative (non-U.S. DoD source, non-USNO-based, or non-GPS) time server is used, this is a finding.

Determine if the time synchronization frequency is correct.

# grep ""maxpoll"" /etc/inet/ntp.conf

If the command returns ""File not found"" or any value for maxpoll, this is a finding.

Determine if the running NTP server is configured properly.

# ntpq -p | awk '($6 ~ /[0-9]+/ && $6 > 86400) { print $1"" ""$6 }'

This will print out the name of any time server whose current polling time is greater than 24 hours (along with the actual value). If there is any output, this is a finding.","The root role is required.

Determine the zone that you are currently securing.

# zonename

If the command output is not ""global"", then NTP must be disabled.

# svcadm disable ntp

If the output from ""zonename"" is ""global"", then NTP must be enabled.  

To activate the ntpd daemon, the ntp.conf file must first be created.

# cp /etc/inet/ntp.client /etc/inet/ntp.conf

# pfedit /etc/inet/ntp.conf

Make site-specific changes to this file as needed in the form.

server [ntpserver]

Locate the line containing maxpoll (if it exists).
Delete the line.

Start the ntpd daemon.

# svcadm enable ntp

Use a local authoritative time server synchronizing to an authorized DoD time source, a USNO-based time server, or a GPS. Ensure all systems in the facility feed from one or more local time servers that feed from the authoritative time server.

Edit the NTP configuration files and make the necessary changes to add the approved time servers per Solaris documentation.","CCI-002046","AU-8 (1) (b)","V-47985; SV-60857",
"V-219987","medium","SRG-OS-000445","SV-219987r505927_rule","SOL-11.1-090250","The operating system must verify the correct operation of security functions in accordance with organization-defined conditions and in accordance with organization-defined frequency (if periodic verification).","Security functional testing involves testing the operating system for conformance to the operating system security function specifications, as well as for the underlying security model. The need to verify security functionality applies to all security functions. The conformance criteria state the conditions necessary for the operating system to exhibit the desired security behavior or satisfy a security property. For example, successful login triggers an audit entry.","Ask the operator if DoD-approved SCAP compliance checking software is installed and run on a periodic basis.

If DoD-approved SCAP compliance checking software is not installed and/or not run on a periodic basis, this is a finding.","Install, configure, and run DoD-approved SCAP compliance checking software on a periodic basis. Review the output of the software and document any out-of-compliance issues.","CCI-002696","SI-6 a","V-47907; SV-60779",
"V-224670","medium","SRG-OS-000324","SV-224670r505927_rule","SOL-11.1-090120","The operating system must prevent non-privileged users from circumventing malicious code protection capabilities.","In order to minimize potential negative impact to the organization caused by malicious code, it is imperative that malicious code is identified and eradicated prior to entering protected enclaves via operating system entry and exit points. 

The requirement states that AV and malware protection applications must be used at entry and exit points. For the operating system, this means an anti-virus application must be installed on machines that are the entry and exit points.","The operator will ensure that anti-virus software is installed and operating.

If the operator is unable to provide a documented configuration for an installed anti-virus software system or if not properly used, this is a finding.","The operator will ensure that anti-virus software is installed and operating.","CCI-002235","AC-6 (10)","V-47963; SV-60835",
"V-224671","medium","SRG-OS-000445","SV-224671r505927_rule","SOL-11.1-090270","The operating system must identify potentially security-relevant error conditions.","Security functional testing involves testing the operating system for conformance to the operating system security function specifications, as well as for the underlying security model. The need to verify security functionality applies to all security functions. The conformance criteria state the conditions necessary for the operating system to exhibit the desired security behavior or satisfy a security property. For example, successful login triggers an audit entry.","Ask the operator if DoD-approved SCAP compliance checking software is installed and run on a periodic basis.

If DoD-approved SCAP compliance checking software is not installed and/or not run on a periodic basis, this is a finding.","Install, configure, and run DoD-approved SCAP compliance checking software on a periodic basis. Review the output of the software and document any out-of-compliance issues.","CCI-002696","SI-6 a","V-47903; SV-60775",
"V-216011","medium","SRG-OS-000255","SV-216011r505929_rule","SOL-11.1-010040","The audit system must produce records containing sufficient information to establish the identity of any user/subject associated with the event.","Enabling the audit system will produce records with accurate time stamps, source, user, and activity information. Without this information malicious activity cannot be accurately tracked.","The Audit Configuration profile is required.

This check applies to the global zone only. Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this check applies.

Check the status of the audit system. It must be auditing.

# pfexec auditconfig -getcond

If this command does not report:

audit condition = auditing

this is a finding.","The Audit Control profile is required.

This action applies to the global zone only. Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this action applies.

If auditing has been disabled, it must be enabled with the following command:

# pfexec audit -s","CCI-001487","AU-3","V-47781; SV-60657",
"V-216014","medium","SRG-OS-000054","SV-216014r505929_rule","SOL-11.1-010080","The operating system must provide the capability to automatically process audit records for events of interest based upon selectable, event criteria.","Without an audit reporting capability, users find it difficult to identify specific patterns of attack.","The Audit Configuration profile is required.

This check applies to the global zone only.  Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this check applies.

Check the status of the audit system. It must be auditing.

# pfexec auditconfig -getcond

If this command does not report:

audit condition = auditing

this is a finding.","The Audit Control profile is required.

This action applies to the global zone only.  Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this action applies.

If auditing has been disabled, it must be enabled with the following command:

# pfexec audit -s","CCI-000158","AU-7 (1)","V-47787; SV-60663",
"V-216015","medium","SRG-OS-000062","SV-216015r505929_rule","SOL-11.1-010100","The audit records must provide data for all auditable events defined at the organizational level for the organization-defined information system components.","Without auditing, individual system accesses cannot be tracked, and malicious activity cannot be detected and traced back to an individual account.

Without accurate time stamps, source, user, and activity information, malicious activity cannot be accurately tracked.

Without an audit reduction and reporting capability, users find it difficult to identify specific patterns of attack.","The Audit Configuration profile is required.

This check applies to the global zone only.  Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this check applies.

Check the status of the audit system. It must be auditing.

# pfexec auditconfig -getcond

If this command does not report:

audit condition = auditing

this is a finding.","The Audit Control profile is required.

This action applies to the global zone only.  Determine the zone that you are currently securing.

# zonename

If the command output is ""global"", this action applies.

If auditing has been disabled, it must be enabled with the following command:

# pfexec audit -s","CCI-000169","AU-12 a","V-47789; SV-60665",
