"Vuln ID","Severity","Group Title","Rule ID","STIG ID","Rule Title","Discussion","IA Controls","Check Content","Fix Text","False Positives","False Negatives","Documentable","Mitigations","Potential Impact","Third Party Tools","Mitigation Control","Responsibility","Severity Override Guidance","Check Content Reference","Classification","STIG","VMS Asset Posture","CCI",
"V-22450","medium","GEN005350","SV-26727r1_rule","GEN005350","Management Information Base (MIB) files must not have extended ACLs.","The ability to read the MIB file could impart special knowledge to an intruder or malicious user about the ability to extract compromising information about the system or network.","ECLP-1","Check the modes for all Management Information Base (MIB) files on the system.

# find /etc/sma/snmp/ /etc/snmp/conf/ /var/sma_snmp/ /usr/sfw/lib/sma_snmp/ -type f | grep -i mib | egrep -v '\.conf$' | xargs ls -lL

If the permissions include a ""+"", the file has an extended ACL, this is a finding.","Remove the extended ACL from the file.
# chmod A- [mib file]","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-22451","medium","GEN005365","SV-26733r1_rule","GEN005365","The snmpd.conf file must be group-owned by root, sys, or bin.","The snmpd.conf file contains authenticators and must be protected from unauthorized access and modification.  If the file is not group-owned by a system group, it may be subject to access and modification from unauthorized users.","ECLP-1","Check the group ownership of the SNMP configuration files.

Procedure:
# ls -lL /etc/sma/snmp/snmpd.conf /var/sma_snmp/snmpd.conf /etc/snmp/conf/snmpd.conf /usr/sfw/lib/sma_snmp/snmpd.conf

If the files are not group-owned by root, sys, or bin, this is a finding.","Change the group ownership of the SNMP configuration file.

Procedure:
# chgrp root /etc/sma/snmp/snmpd.conf /var/sma_snmp/snmpd.conf /etc/snmp/conf/snmpd.conf /usr/sfw/lib/sma_snmp/snmpd.conf","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-22452","medium","GEN005375","SV-26737r1_rule","GEN005375","The snmpd.conf file must not have an extended ACL.","The snmpd.conf file contains authenticators and must be protected from unauthorized access and modification.","ECLP-1","Check the permissions of the SNMP configuration files.
# ls -lL/etc/sma/snmp/snmpd.conf /var/sma_snmp/snmpd.conf /etc/snmp/conf/snmpd.conf /usr/sfw/lib/sma_snmp/snmpd.conf
If the permissions include a ""+"", the file has an extended ACL and this is a finding.","Remove the extended ACL from the files.
# chmod A- /etc/sma/snmp/snmpd.conf /var/sma_snmp/snmpd.conf /etc/snmp/conf/snmpd.conf /usr/sfw/lib/sma_snmp/snmpd.conf","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-22453","medium","GEN005390","SV-26740r1_rule","GEN005390","The /etc/syslog.conf file must have mode 0640 or less permissive.","Unauthorized users must not be allowed to access or modify the /etc/syslog.conf file.","ECLP-1","Check the permissions of the syslog configuration file.
# ls -lL /etc/syslog.conf
If the mode of the file is more permissive than 0640, this is a finding.","Change the permissions of the syslog configuration file.
# chmod 0640 /etc/syslog.conf","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-22454","medium","GEN005395","SV-26743r1_rule","GEN005395","The /etc/syslog.conf file must not have an extended ACL.","Unauthorized users must not be allowed to access or modify the /etc/syslog.conf file.","ECLP-1","Check the permissions of the syslog configuration file.
# ls -lL /etc/syslog.conf
If the permissions include a ""+"", the file has an extended ACL and this is a finding.","Remove the extended ACL from the file.
# chmod A- /etc/syslog.conf","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-22455","medium","GEN005450","SV-26745r1_rule","GEN005450","The system must use a remote syslog server (log host).","A syslog server (log host) receives syslog messages from one or more systems.  This data can be used as an authoritative log source in the event a system is compromised and its local logs are suspect.","ECAT-1","Check the syslog configuration file for remote syslog servers.
# grep '@' /etc/syslog.conf | grep -v '^#'
If no line is returned, this is a finding.","Edit the syslog configuration file and add an appropriate remote syslog server.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000136
The organization centrally manages the content of audit records generated by organization defined information system components.
NIST SP 800-53 :: AU-3 (2)
NIST SP 800-53A :: AU-3 (2).1 (ii)

",
"V-22456","medium","GEN005501","SV-26749r1_rule","GEN005501","The SSH client must be configured to only use the SSHv2 protocol.","SSHv1 is not a DoD-approved protocol and has many well-known vulnerability exploits.  Exploits of the SSH client could provide access to the system with the privileges of the user running the client.","DCPP-1","Check the SSH client configuration for allowed protocol versions.
# grep -i protocol /etc/ssh/ssh_config | grep -v '^#' 
If the returned protocol configuration allows versions less than 2, this is a finding.","Edit the /etc/ssh/ssh_config file and add or edit a Protocol configuration line that does not allow versions less than 2.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-001436
The organization disables organization defined networking protocols within the information system deemed to be nonsecure except for explicitly identified components in support of specific operational requirements.
NIST SP 800-53 :: AC-17 (8)
NIST SP 800-53A :: AC-17 (8).1 (ii)

",
"V-22457","medium","GEN005504","SV-26750r1_rule","GEN005504","The SSH daemon must only listen on management network addresses unless authorized for uses other than management.","The SSH daemon should only listen on network addresses designated for management traffic.  If the system has multiple network interfaces and SSH listens on addresses not designated for management traffic, the SSH service could be subject to unauthorized access.  If SSH is used for purposes other than management, such as providing an SFTP service, the list of approved listening addresses may be documented.","ECSC-1","Check the SSH daemon configuration for listening network addresses.
# grep -i Listen /etc/ssh/sshd_config | grep -v '^#'
If no configuration is returned, or if a returned Listen configuration contains addresses not designated for management traffic, this is a finding.","Edit the SSH daemon configuration to specify listening network addresses designated for management traffic.","","","true","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000069
The information system routes all remote accesses through organization-defined number managed network access control points.
NIST SP 800-53 :: AC-17 (3)
NIST SP 800-53A :: AC-17 (3).1 (ii)
NIST SP 800-53 Revision 4 :: AC-17 (3)

",
"V-22458","medium","GEN005505","SV-41035r1_rule","GEN005505","The SSH daemon must be configured to only use FIPS 140-2 approved ciphers.","DoD information systems are required to use FIPS 140-2 approved ciphers.  SSHv2 ciphers meeting this requirement are 3DES and AES.","DCNR-1","Check the SSH daemon configuration for allowed ciphers.
# grep -i ciphers /etc/ssh/sshd_config | grep -v '^#' 
If no lines are returned, or the returned ciphers list contains any cipher not starting with 3des or aes, this is a finding.","Edit /etc/ssh/sshd_config and change or set the Ciphers line to the following.

Ciphers aes128-ctr, aes192-ctr, aes256-ctr","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000068
The information system implements cryptographic mechanisms to protect the confidentiality of remote access sessions.
NIST SP 800-53 :: AC-17 (2)
NIST SP 800-53A :: AC-17 (2).1
NIST SP 800-53 Revision 4 :: AC-17 (2)

",
"V-22459","medium","GEN005506","SV-26752r2_rule","GEN005506","The SSH daemon must be configured to not use Cipher-Block Chaining (CBC) ciphers.","The Cipher-Block Chaining (CBC) mode of encryption as implemented in the SSHv2 protocol is vulnerable to chosen plain text attacks and must not be used.

","","Check the SSH daemon configuration for allowed ciphers.
# grep -i ciphers /etc/ssh/sshd_config | grep -v '^#' 
If no lines are returned, or the returned ciphers list contains any cipher ending with cbc, this is a finding.
","Edit /etc/ssh/sshd_config and add or edit the ""Ciphers"" line.  Only include ciphers that start with ""3des"" or ""aes"" and do not contain ""cbc"".  For the list of available ciphers for the particular version of your software, consult the sshd_config manpage.

Restart the SSH daemon.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-22460","medium","GEN005507","SV-26753r2_rule","GEN005507","The SSH daemon must be configured to only use Message Authentication Codes (MACs) employing FIPS 140-2 approved cryptographic hash algorithms.","DoD information systems are required to use FIPS 140-2 approved cryptographic hash functions.","","Check the SSH daemon configuration for allowed MACs.

Procedure:
# grep -i macs /etc/ssh/sshd_config | grep -v '^#' 

If no lines are returned, or the returned MACs list contains any MAC that is not hmac-sha1 or a better hmac algorithm that is on the FIPS 140-2 approved list, this is a finding.","Edit the SSH daemon configuration and remove any MACs that are not hmac-sha1 or a better hmac algorithm that is on the FIPS 140-2 approved list. If necessary, add a MACs line.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-001453
The information system implements cryptographic mechanisms to protect the integrity of remote access sessions.
NIST SP 800-53 :: AC-17 (2)
NIST SP 800-53A :: AC-17 (2).1
NIST SP 800-53 Revision 4 :: AC-17 (2)

",
"V-22461","medium","GEN005510","SV-26754r1_rule","GEN005510","The SSH client must be configured to only use FIPS 140-2 approved ciphers.","DoD information systems are required to use FIPS 140-2 approved ciphers.  SSHv2 ciphers meeting this requirement are 3DES and AES.","DCNR-1","Check the SSH client configuration for allowed ciphers.
# grep -i ciphers /etc/ssh/ssh_config | grep -v '^#' 
If no lines are returned, the returned ciphers list contains any cipher not starting with 3des or aes, this is a finding.","Edit /etc/ssh/ssh_config and add or edit the ""Ciphers"" line.  Only include ciphers that start with ""3des"" or ""aes"" and do not contain ""cbc"".  For the list of available ciphers for the particular version of your software, consult the ssh_config manpage.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000068
The information system implements cryptographic mechanisms to protect the confidentiality of remote access sessions.
NIST SP 800-53 :: AC-17 (2)
NIST SP 800-53A :: AC-17 (2).1
NIST SP 800-53 Revision 4 :: AC-17 (2)

",
"V-22462","medium","GEN005511","SV-26755r1_rule","GEN005511","The SSH client must be configured to not use CBC-based ciphers.","The Cipher-Block Chaining (CBC) mode of encryption as implemented in the SSHv2 protocol is vulnerable to chosen plain text attacks and must not be used.
","ECSC-1","Check the SSH client configuration for allowed ciphers.
# grep -i ciphers /etc/ssh/ssh_config | grep -v '^#' 
If no lines are returned, or the returned ciphers list contains any cipher ending with cbc, this is a finding.","Edit /etc/ssh/ssh_config and add or edit the ""Ciphers"" line.  Only include ciphers that start with ""3des"" or ""aes"" and do not contain ""cbc"".  For the list of available ciphers for the particular version of your software, consult the ssh_config manpage.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-22463","medium","GEN005512","SV-26756r2_rule","GEN005512","The SSH client must be configured to only use Message Authentication Codes (MACs) employing FIPS 140-2 approved cryptographic hash algorithms.","DoD information systems are required to use FIPS 140-2 approved cryptographic hash functions.","","Check the SSH client configuration for allowed MACs.

Procedure:
# grep -i macs /etc/ssh/ssh_config | grep -v '^#' 

If no lines are returned, or the returned MACs list contains any MAC that is not hmac-sha1 or a better hmac algorithm that is on the FIPS 140-2 approved list, this is a finding.","Edit the SSH client configuration and remove any MACs that are not hmac-sha1 or a better hmac algorithm that is on the FIPS 140-2 approved list. If necessary, add a MACs line.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-001453
The information system implements cryptographic mechanisms to protect the integrity of remote access sessions.
NIST SP 800-53 :: AC-17 (2)
NIST SP 800-53A :: AC-17 (2).1
NIST SP 800-53 Revision 4 :: AC-17 (2)

",
"V-22470","medium","GEN005521","SV-26763r1_rule","GEN005521","The SSH daemon must restrict login ability to specific users and/or groups.","Restricting SSH logins to a limited group of users, such as system administrators, prevents password-guessing and other SSH attacks from reaching system accounts and other accounts not authorized for SSH access.","ECLP-1","Check the SSH daemon configuration for the AllowGroups setting.
# grep -i AllowGroups /etc/ssh/sshd_config | grep -v '^#' 
If no lines are returned, this is a finding.","Edit the SSH daemon configuration and add an AllowGroups directive.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-22471","medium","GEN005522","SV-26764r1_rule","GEN005522","The SSH public host key files must have mode 0644 or less permissive.","If a public host key file is modified by an unauthorized user, the SSH service may be compromised.","ECLP-1","Check the permissions for SSH public host key files.
# ls -lL /etc/ssh/*key.pub
If any file has a mode more permissive than 0644, this is a finding.","Change the permissions for the SSH public host key files.
# chmod 0644 /etc/ssh/*key.pub","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-22472","medium","GEN005523","SV-26765r1_rule","GEN005523","The SSH private host key files must have mode 0600 or less permissive.","If an unauthorized user obtains the private SSH host key file, the host could be impersonated.","ECLP-1","Check the permissions for SSH private host key files.
# ls -lL /etc/ssh/*key
If any file has a mode more permissive than 0600, this is a finding.","Change the permissions for the SSH private host key files.
# chmod 0600 /etc/ssh/*key","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-22473","low","GEN005524","SV-26766r1_rule","GEN005524","The SSH daemon must not permit GSSAPI authentication unless needed.","GSSAPI authentication is used to provide additional authentication mechanisms to applications. Allowing GSSAPI authentication through SSH exposes the system’s GSSAPI to remote hosts, increasing the attack surface of the system.  GSSAPI authentication must be disabled unless needed.","ECSC-1","Ask the SA if GSSAPI authentication is used for SSH authentication to the system.  If so, this is not applicable.

Check the SSH daemon configuration for the GSSAPI authentication setting.
# grep -i GSSAPIAuthentication /etc/ssh/sshd_config | grep -v '^#' 
If no lines are returned, or the setting is set to yes, this is a finding.","Edit the SSH daemon configuration and set (add if necessary) a GSSAPIAuthentication directive set to no.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-22474","low","GEN005525","SV-26767r1_rule","GEN005525","The SSH client must not permit GSSAPI authentication unless needed.","GSSAPI authentication is used to provide additional authentication mechanisms to applications. Allowing GSSAPI authentication through SSH exposes the system’s GSSAPI to remote hosts, increasing the attack surface of the system.  GSSAPI authentication must be disabled unless needed.","ECSC-1","Check the SSH clients configuration for the GSSAPI authentication setting.
# grep -i GSSAPIAuthentication /etc/ssh/ssh_config | grep -v '^#' 
If no lines are returned, or the setting is set to yes, this is a finding.","Edit the SSH client configuration and set (add if necessary) a  GSSAPIAuthentication directive set to no.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-22485","medium","GEN005536","SV-40400r1_rule","GEN005536","The SSH daemon must perform strict mode checking of home directory configuration files.","If other users have access to modify user-specific SSH configuration files, they may be able to log into the system as another user.","ECLP-1","Check the SSH daemon configuration for the StrictModes setting.
# grep -i StrictModes /etc/ssh/sshd_config | grep -v '^#'
If the setting is present and not set to yes, this is a finding.","Edit the SSH daemon configuration and change the StrictModes setting value to yes or remove it entirely. ","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-22487","medium","GEN005538","SV-40396r1_rule","GEN005538","The SSH daemon must not allow rhosts RSA authentication.
","If SSH permits rhosts RSA authentication, a user may be able to log in based on the keys of the host originating the request and not any user-specific authentication.","ECSC-1","Check the SSH daemon configuration for the RhostsRSAAuthentication setting.
# grep -i RhostsRSAAuthentication /etc/ssh/sshd_config | grep -v '^#'
If the setting is set to yes, this is a finding.","Edit the SSH daemon configuration and change the RhostsRSAAuthentication setting value to no or remove it entirely.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-22488","medium","GEN005539","SV-26787r1_rule","GEN005539","The SSH daemon must not allow compression or must only allow compression after successful authentication.","If compression is allowed in an SSH connection prior to authentication, vulnerabilities in the compression software could result in compromise of the system from an unauthenticated connection, potentially with root privileges.","ECSC-1","Check the SSH daemon configuration for the Compression setting.
# grep -i Compression /etc/ssh/sshd_config | grep -v '^#' 
If the setting is not present, or set to yes, this is a finding.","Edit the SSH daemon configuration and add or edit the Compression setting value to no or delayed.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-22489","medium","GEN005550","SV-40280r1_rule","GEN005550","The SSH daemon must be configured with the Department of Defense (DoD) login banner.","Failure to display the DoD logon banner prior to a logon attempt will negate legal proceedings resulting from unauthorized access to system resources.

The SSH service must be configured to display the DoD logon warning banner through the SSH daemon configuration.

The SSH daemon may also be used to provide SFTP service.  The warning banner configuration for SSH will apply to SFTP.","ECWM-1","Verify the SSH daemon is configured for logon warning banners.
# grep -i banner /etc/ssh/sshd_config | grep -v '^#'
# cat [banner file]
Verify the Banner configuration line is present and the file it references contains a login warning banner.

If the SSH daemon is not configured to display a logon warning banner, this is a finding.","Edit the SSH daemon configuration and add (or edit) a banner setting referencing a file containing a logon warning banner.

DoD Login Banners:

""You are accessing a U.S. Government (USG) Information System (IS) that is provided for USG-authorized use only.

By using this IS (which includes any device attached to this IS), you consent to the following conditions:

-The USG routinely intercepts and monitors communications on this IS for purposes including, but not limited to, penetration testing, COMSEC monitoring, network operations and defense, personnel misconduct (PM), law enforcement (LE), and counterintelligence (CI) investigations.

-At any time, the USG may inspect and seize data stored on this IS.

-Communications using, or data stored on, this IS are not private, are subject to routine monitoring, interception, and search, and may be disclosed or used for any USG-authorized purpose.

-This IS includes security measures (e.g., authentication and access controls) to protect USG interests--not for your personal benefit or privacy.

-Notwithstanding the above, using this IS does not constitute consent to PM, LE or CI investigative searching or monitoring of the content of privileged communications, or work product, related to personal representation or services by attorneys, psychotherapists, or clergy, and their assistants. Such communications and work product are private and confidential. See User Agreement for details.""

OR

""I've read & consent to terms in IS user agreem't.""   ","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000048
The information system displays an organization-defined system use notification message or banner before granting access to the system that provides privacy and security notices consistent with applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance.
NIST SP 800-53 :: AC-8 a
NIST SP 800-53A :: AC-8.1 (ii)
NIST SP 800-53 Revision 4 :: AC-8 a

",
"V-22490","medium","GEN005570","SV-26804r1_rule","GEN005570","The system must be configured with a default gateway for IPv6 if the system uses IPv6, unless the system is a router.","If a system has no default gateway defined, the system is at increased risk of man-in-the-middle, monitoring, and Denial of Service attacks.","ECSC-1","Check for a default route for IPv6.
# netstat -f inet6 -r | grep default
If the system uses IPv6, and no results are returned, this is a finding.","Add a default route for IPv6.
# route add -inet6 default <gateway>
Add this command to an init script.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-22491","medium","GEN005610","SV-26810r1_rule","GEN005610","The system must not have IP forwarding for IPv6 enabled, unless the system is an IPv6 router.","If the system is configured for IP forwarding and is not a designated router, it could be used to bypass network security by providing a path for communication not filtered by network devices.","ECSC-1","Check if the system is configured for IPv6 forwarding.
# ndd /dev/ip6 ip6_forwarding
If the value is not 0, this is a finding.","Disable IPv6 forwarding.
# ndd -set /dev/ip6 ip6_forwarding 0
Edit startup scripts as necessary; add this command or remove commands setting the value to 1.","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000366
The organization implements the security configuration settings.
NIST SP 800-53 :: CM-6 b
NIST SP 800-53A :: CM-6.1 (iv)
NIST SP 800-53 Revision 4 :: CM-6 b

",
"V-22492","medium","GEN005750","SV-26813r1_rule","GEN005750","The NFS export configuration file must be group-owned by root, bin, or sys.","Failure to give group ownership of the NFS export configuration file to root or system groups provides the designated group owner and possible unauthorized users with the potential to change system configuration which could weaken the system's security posture.","ECLP-1","Check the group ownership of the NFS export configuration file.

Procedure:
# ls -lL /etc/dfs/dfstab

If the file is not group-owned by root, bin, or sys, this is a finding.","Change the group ownership of the NFS export configuration file.

Procedure:
# chgrp root /etc/dfs/dfstab","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-22493","low","GEN005770","SV-26816r1_rule","GEN005770","The NFS exports configuration file must not have an extended ACL.","File system extended ACLs provide access to files beyond what is allowed by the mode numbers of the files.  Excessive permissions on the NFS export configuration file could allow unauthorized modification of the file, which could result in Denial of Service to authorized NFS exports and the creation of additional unauthorized exports.","ECLP-1","Check the group ownership of the NFS export configuration file.
# ls -lL /etc/dfs/dfstab
If the permissions include a ""+"", the file has an extended ACL and this is a finding.","Remove the extended ACL from the file.
# chmod A- /etc/dfs/dfstab","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
"V-22496","medium","GEN005810","SV-26821r2_rule","GEN005810","All NFS exported system files and system directories must be group-owned by root, bin, or sys.","Failure to give group ownership of sensitive files or directories to root provides the members of the owning group with the potential to access sensitive information or change system configuration which could weaken the system's security posture.","ECLP-1","List the exports.
# cat /etc/dfs/dfstab
OR
# more /etc/dfs/sharetab

For each export, check the ownership information.
# ls -ldL <export>
If the directory is not group-owned by root, sys, or bin this is a finding.","Change the group owner of the export directory.
# chgrp root <export>","","","false","","","","","System Administrator","","M","Unclass","Solaris 10 SPARC Security Technical Implementation Guide :: Version 1, Release: 24 Benchmark Date: 25 Jan 2019","24","CCI-000225
The organization employs the concept of least privilege, allowing only authorized accesses for users (and processes acting on behalf of users) which are necessary to accomplish assigned tasks in accordance with organizational missions and business functions.
NIST SP 800-53 :: AC-6
NIST SP 800-53A :: AC-6.1
NIST SP 800-53 Revision 4 :: AC-6

",
