"facility","severity_id","mnemonic","vendor_message_text","vendor_explanation","vendor_recommended_action"
"APF","1","ROGUE_AP_DEL_FAILED","Rogue AP entry deletion failed.","A rogue AP entry deletion has failed.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","1","ROGUE_CLIENT_CONTAIN_FAILED","Unable to contain rogue client [chars]. [chars].","Unable to contain a rogue client.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","1","ROGUE_CLIENT_UPDATE_FAILED","Could not update rogue AP [chars] with rogue client [chars]information.","Could not update a rogue AP with the rogue client information.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","1","SEND_ASSOC_REQ_FAILED","Could not send a Client Association request. [chars].","Could not send an association request.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","1","SEND_ASSOC_RESP_FAILED","Could not send a Client Association response to [hex]:[hex]:[hex]:[hex]:[hex]:[hex]. [chars].","The system could not send an association response.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","1","SEND_CLIENT_ASS_REQ_FAILED","Could not send client association request. [chars].","Could not send a client association request.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SEND_IGMP_QUERY_FAILED","Failed to send IGMP Query for roamed mobile [hex]:[hex]:[hex]:[hex]:[hex]:[hex].","A mobile can roam across subnets while listening to a multicast stream. When it roams across controllers, the multicast traffic has to reach the controller that the mobile is attached to. The controller sends an IGMP query to the mobile, and the controller has failed to send this IGMP query.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","1","SEND_PROBE_REQ_FAILED","Could not send a Client Probe request. [chars].","Could not send a probe request.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","1","SEND_PROBE_RESP_FAILED","Could not send a Probe Response. [chars].","Could not send a probe response.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","1","SEND_RADIUS_REQ_FAILED","Could not send RADIUS Request. [chars].Mobile:[hex]:[hex]:[hex]:[hex]:[hex]:[hex]","Could not send a RADIUS request.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","1","SEND_ROGUE_CLIENT_RADIUS_REQ_FAILED","Could not send Rogue Client RADIUS Request. [chars]. Client: to [hex]:[hex]:[hex]:[hex]:[hex]:[hex].","Could not send a rogue client RADIUS request.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SET_AUTH_KEY_MGMT_MODE_FAILED","Could not set the WPA/WPA2 auth key management mode.[chars]. Siute: ([hex]). WLAN:[chars]","Could not set the WPA/WPA2 auth key management mode.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SET_DOT11A_RATE_FAILED","Could not set the 802.11A operational rate. [chars].","Could not set the 802.11a operational rate.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SET_DOT11B_RATE_FAILED","Could not set the 802.11B operational rate. [chars].","Could not set the 802.11B operational rate.","Verify the operational rate. Only 1,2,5.5,11M are supported"
"APF","3","SET_DOT11g_SUPP_FAILED","Could not set the 802.11g support. [chars].","Could not set the 802.11g support.","Change the configuration."
"APF","3","SET_FAST_ROAM_FAILED","Attempting to enable fast-roaming while Pico-Cell mode is enabled!","The system is attempting to enable fast roaming while the Pico-Cell mode is enabled.","Disable Pico-Cell mode, before enabling fast roaming."
"APF","3","SET_MSCB_MIRROR_FAILED","Unable to set mirroring for MSCB.","Unable to set mirroring for MSCB.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SET_PICO_CELL_FAILED","Attempting to enable pico-cell while [chars] is enabled.","Attempting to enable a pico-cell while it is enabled.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SET_PICO_CELLV2_FAILED","Attempting to enable pico-cell-V2 while [chars] is enabled.","Attempting to enable a pico-cell-V2 while it is enabled.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","1","SET_PSK_AUTH_MODE","Could not set the 802.11i PSK authentication mode.[chars]. Length:[int]. WLAN:[chars].","Could not set the 802.11i PSK authentication mode.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SET_RSN_ENABLE_FAILED","Could not Enable the RSN IE. [chars].Mode: [dec].WLAN:[chars].","Could not enable the RSN IE.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SET_SSN_ENABLE_FAILED","Could not Enable the SSN IE. [chars]. Mode:[dec]. WLAN:[chars].","Could not enable the SSN IE.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SET_VAP_SECURITY_POL_WORD_FAILED","Error Setting Security Policy Bit [hex] (Current Policy [hex], Policy Change [hex], mode [int])","An error has occured while setting the security policy bit.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SET_VAP_STATUS_FAILED","Could not Set the Status of Virtual Access point Entry.[chars].Static WEP:[int].Dynamic WEP:[int]. WLAN:'[chars]'","Could not set the status of the virtual access point entry.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SET_VPN_AH_MODE_FAILED","Could not set the mode: [dec]. [chars].","Could not set the VPN AH mode.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SET_VPN_AUTH_MODE_FAILED","Could not set the VPN authentication mode. [chars].Mode:[dec]. WLAN: [chars].","Could not set the VPN authentication mode.","Specify the VPN authentication mode again."
"APF","3","SET_VPN_ENC_MODE_FAILED","Could not set the VPN Encryption Mode. [chars].Mode: [dec].WLAN:[chars].","Could not set the VPN Encryption Mode.","Please re-specify the VPN Encryption Mode."
"APF","3","SET_VPN_IKE_AUTH_MODE_FAILED","Could not set the VPN IKE Authentication mode. [chars].Mode:[dec]. WLAN: [chars].","Could not set the VPN IKE authentication mode.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SET_VPN_IKE_PFS_MODE_FAILED","Could not set the VPN IKE PFS mode. [chars].","Could not set the VPN IKE PFS mode.","Please check the reason, and specify the VPN IKE Authentication mode for the AP again."
"APF","3","SET_VPN_IKE_PHASE1_MODE_FAILEED","Could not set the VPN IKE Phase1 mode. [chars]. Mode:[dec]. WLAN: [chars].","Could not set the VPN IKE Phase1 mode.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SET_VPN_IKE_SHAREDKEY_FAILED","Could not set the VPN IKE Pre-shared Key. [chars].Length: [dec]. WLAN: [chars].","Could not set the VPN IKE Pre-shared Key. Key length can not be more than 128.","Please specify the key again."
"APF","3","SET_WPA2_ENC_MODE_FAILED","Could not set the WPA2 encryption mode. [chars].Mode:[dec]. WLAN: [chars].","Could not set the WPA2 encryption mode.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SET_WPA_ENC_MODE_FAILED","Could not set the WPA encryption mode. [chars]. Mode:[dec]. WLAN: [chars].","Could not set the WPA encryption mode.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","4","SFA_MISMATCH","SFA IE mismatch from [hex]:[hex]:[hex]:[hex]:[hex]:[hex] - [chars]","The client does not support the features required for associating to this WLAN.","No action is required."
"APF","3","SITE_DELETE_FAILED","Site entry [dec] could not be deleted from database.","A particular site entry could not be deleted from the database.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SITE_FAILURE","Cannot find apgroup [chars]","The system cannot find the database for the AP group.","Delete and re-create the AP group."
"APF","3","SITE_INVALID_VALUE","Invalid value in AP group","The value in the AP group is invalid.","Delete and re-create the AP group."
"APF","3","SITE_NO_AP_GROUP","Cannot find apgroup for AP","No AP group is set for the AP.","Set the AP group for the AP."
"APF","3","SITE_NOT_FOUND","Cannot find AP group","An internal error has occurred when processing AP group definitions. Groups might not be correctly configured.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SITE_NULL_WLAN","Invalid value 0 for WLAN","WLAN 0 is not valid.","No action is required."
"APF","3","SITE_NO_NAME","Site [dec] has no name.","The site has no name.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","0","SITE_OVERRIDE_CONFIG_RESET","Resetting site override config.","The system is resetting the site override configuration.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","SOCK_OPER_FAILED","Socket operation [chars] on a socket returned failure with error [dec].","A socket operation on a socket has failed.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","1","STA_IPADDR_CONFLICT","Station [hex]:[hex]:[hex]:[hex]:[hex]:[hex] connected to AP[hex]:[hex]:[hex]:[hex]:[hex]:[hex] on port [dec] is attempting to register one of our own IP addresses.","A station connected to AP is attempting to register one of our own IP addresses.","Please reconfigure the IP address of the station."
"APF","6","SUP_MOBILE_CLIENTS","Support [dec] mobile clients!","Support for mobile clients!","No action is required."
"APF","6","TKIP_REQ_REJECT","Rejecting RSN request for unicast TKIP from mobile [hex]:[hex]:[hex]:[hex]:[hex]:[hex]","The system is rejecting an RSN request for the unicast TKIP from a mobile.","No action is required."
"APF","1","TRUSTED_AP_POL_FAILED","Trusted AP Policy failed for AP [hex]:[hex]:[hex]:[hex]:[hex]:[hex] - [chars].","A trusted AP Policy has failed for the AP.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","1","UNABLE_ADD_ROGUE_AP_LRAD_ENTRY","Unable to add Rogue AP Lrad entry.","Unable to add a rogue AP LRAD entry.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","1","UNABLE_ADD_ROGUE_CLIENT_ENTRY","Unable to add new rogue Client entry [chars]","Unable to add a new rogue client entry.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","1","UNABLE_ADD_ROGUE_CLIENT_LRAD_ENTRY","Unable to add Rogue Client Lrad entry.","Unable to add a rogue client LRAD entry.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","UNABLE_ALLOC_MEM_OFF_STACK","Unable to allocate memory off the stack.","Unable to allocate memory off the stack.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","1","UNABLE_TO_CONTAIN_ROGUE_AP","Unable to contain rogue AP [chars].","Unable to contain the rogue AP.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","UNABLE_TO_ENCAP_DELTS_HDR","Unable to encapsulate DELTS header for mobile [hex]:[hex]:[hex]:[hex]:[hex]:[hex]","Internal system error","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","UNABLE_TO_ENTER_STATE_AP","Unable to properly enter state [dec] AP [chars].","Unable to properly enter the AP state.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","UNABLE_TO_ENTER_STATE_CLIENT","Unable to properly enter state [dec] client [chars].","Unable to properly enter the client state.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","UNABLE_TO_EXIT_STATE_AP","Unable to properly exit state [dec] AP [chars].","Unable to properly exit the AP state.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","4","UNABLE_TO_FIND_RSCB","Unable to find rscb for station [hex]:[hex]:[hex]:[hex]:[hex]:[hex]","Internal system error","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","3","UNABLE_TO_INIT_VAP","Unable to initialize VAP [chars].","Unable to initialize the VAP.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
"APF","1","UNABLE_TO_KEEP_ROUGE_CONTAIN","Unable to keep rogue [hex]:[hex]:[hex]:[hex]:[hex]:[hex] in contained state - no available AP to contain.","Unable to keep rogue in a contained state; the system has no available AP to contain the rogue.","Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http://www.cisco.com/cisco/web/support/index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http://tools.cisco.com/Support/BugToolKit/. If you still require assistance, open a case with the Technical Assistance Center via the Internet at http://tools.cisco.com/ServiceRequestTool/create/launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered."
